,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Romny,UA,50.751,33.4747,272.51,79,16,1.71,few clouds
351,Sikasso,ML,10.9167,-7.0,297.45,67,67,0.63,broken clouds
352,Katsuura,JP,35.1333,140.3,286.16,91,100,8.02,overcast clouds
353,Saint Anthony,US,45.0205,-93.218,272.4,90,100,5.14,overcast clouds
354,Zhangjiakou,CN,40.81,114.8794,275.6,44,1,3.08,clear sky
355,Marsh Harbour,BS,26.5412,-77.0636,299.09,75,5,5.61,clear sky
356,Caceres,ES,39.522,-6.3748,285.89,97,99,3.46,overcast clouds
357,Kapit,MY,2.0167,112.9333,297.86,94,100,0.23,overcast clouds
358,Shieli,KZ,44.1667,66.75,278.43,70,8,6.9,clear sky
359,Isla Vista,US,34.4133,-119.861,289.16,63,0,0.0,clear sky
360,Benguela,AO,-12.5763,13.4055,295.13,78,100,1.99,overcast clouds
361,Bhag,PK,29.0415,67.8239,291.86,49,0,3.27,clear sky
362,Inhambane,MZ,-23.865,35.3833,294.87,72,28,5.18,scattered clouds
363,Jiayuguan,CN,39.8167,98.3,274.81,22,100,4.26,overcast clouds
364,Bull Savanna,JM,17.8868,-77.5902,297.84,82,0,1.8,clear sky
365,Teguise,ES,29.0605,-13.564,296.27,25,0,5.14,clear sky
366,Vila Franca Do Campo,PT,37.7167,-25.4333,291.59,92,56,1.94,broken clouds
367,Birao,CF,10.2849,22.7882,293.35,32,97,2.53,overcast clouds
368,Vao,NC,-22.6667,167.4833,296.85,74,0,2.4,clear sky
369,Ono,JP,34.85,134.9333,289.71,54,6,1.21,clear sky
370,Camopi,GF,3.1655,-52.3158,296.19,92,29,1.61,scattered clouds
371,Arcelia,MX,18.2833,-100.2667,297.4,75,100,1.33,overcast clouds
372,Seddon,AU,-37.8068,144.8916,286.27,66,75,9.77,light rain
373,Komsomolskiy,UZ,40.4272,71.7189,276.55,87,91,2.06,mist
374,Riyadh,SA,24.6877,46.7219,293.23,34,0,3.56,clear sky
375,San Juan,AR,-31.5375,-68.5364,297.34,26,0,4.26,clear sky
376,Bemidji,US,47.4736,-94.8803,269.77,96,100,0.0,overcast clouds
377,Codrington,AU,-38.2667,141.9667,284.01,68,94,8.05,overcast clouds
378,Iskateley,RU,67.6803,53.1512,256.35,100,92,1.15,overcast clouds
379,Itarema,BR,-2.9248,-39.9167,299.55,77,52,6.22,broken clouds
380,Puerto Maldonado,PE,-12.6,-69.1833,297.67,90,99,1.34,overcast clouds
381,Takoradi,GH,4.8845,-1.7554,299.03,84,52,3.4,broken clouds
382,Lam Luk Ka,TH,13.9323,100.7494,301.49,93,20,0.0,few clouds
383,Chunskiy,RU,56.0815,99.6342,272.83,99,100,1.8,light snow
384,Puerto Escondido,MX,15.85,-97.0667,301.61,61,20,1.54,few clouds
385,Freeport,US,40.6576,-73.5832,279.27,59,0,5.66,clear sky
386,Palmer,US,42.1584,-72.3287,275.1,70,0,0.0,clear sky
387,Montrose,US,38.4166,-108.2673,270.82,66,0,0.7,clear sky
388,Qeshm,IR,26.9581,56.2719,299.02,66,0,2.42,clear sky
389,Olafsvik,IS,64.8945,-23.7142,280.31,78,100,2.04,overcast clouds
390,Saldanha,ZA,-33.0117,17.9442,289.15,86,7,3.83,clear sky
391,Dovers,VC,12.8833,-61.1833,300.12,80,2,8.36,clear sky
392,Tual,ID,-5.6667,132.75,301.94,72,40,1.18,scattered clouds
393,Bulgan,MN,48.8125,103.5347,265.89,73,9,1.85,clear sky
394,Bonga,ET,7.2833,36.2333,286.89,97,43,0.67,scattered clouds
395,Hirara,JP,24.8,125.2833,296.62,71,91,4.12,overcast clouds
396,Sicamous,CA,50.8331,-118.9856,269.02,98,8,1.21,clear sky
397,Placido De Castro,BR,-10.3353,-67.1856,296.69,96,100,0.26,overcast clouds
398,Krasnyy Chikoy,RU,50.3643,108.7512,261.09,91,58,0.97,broken clouds
399,Alihe,CN,50.5667,123.7167,264.64,75,45,0.99,scattered clouds
400,Sevsk,RU,52.1491,34.4926,271.76,69,15,0.94,few clouds
401,Tonstad,NO,58.6626,6.7169,282.71,86,100,7.64,overcast clouds
402,Vysokogornyy,RU,50.1167,139.15,265.97,66,5,1.59,clear sky
403,Sao Filipe,CV,14.8961,-24.4956,297.28,74,100,4.85,overcast clouds
404,Yuanping,CN,38.7153,112.7575,277.67,42,0,1.1,clear sky
405,Sumenep,ID,-7.0167,113.8667,301.92,72,100,1.96,overcast clouds
406,Havre-Saint-Pierre,CA,50.2334,-63.5986,270.34,71,100,5.25,overcast clouds
407,Labytnangi,RU,66.6572,66.4183,254.88,89,100,2.76,overcast clouds
408,Progreso,MX,21.2833,-89.6667,299.88,79,10,6.66,clear sky
409,Kazanskaya,RU,45.4106,40.4361,275.11,78,6,1.88,clear sky
410,Half Moon Bay,US,37.4636,-122.4286,288.03,64,0,4.12,clear sky
411,Red Bluff,US,40.1785,-122.2358,287.53,38,0,1.54,clear sky
412,Algiers,DZ,36.7525,3.042,284.05,87,20,1.03,few clouds
413,Abha,SA,18.2164,42.5053,286.29,88,0,0.0,clear sky
414,Dawson Creek,CA,55.7666,-120.2362,267.69,93,20,1.91,few clouds
415,Comodoro Rivadavia,AR,-45.8667,-67.5,292.07,30,0,13.38,clear sky
416,Kyabram,AU,-36.3167,145.05,287.52,55,100,5.56,overcast clouds
417,Manzhouli,CN,49.6,117.4333,265.31,67,17,3.49,few clouds
418,Little Current,CA,45.9793,-81.9248,269.49,47,100,1.96,overcast clouds
419,Bijie,CN,27.3125,105.2942,280.89,82,100,0.79,overcast clouds
420,Mbini,GQ,1.574,9.6134,298.56,87,99,1.52,light rain
421,Lagoa,PT,39.05,-27.9833,290.19,74,17,5.07,few clouds
422,Mogadishu,SO,2.0371,45.3438,299.16,80,15,4.8,few clouds
423,Usinsk,RU,65.9939,57.5281,256.13,85,93,3.85,overcast clouds
424,Giyon,ET,8.5333,37.9833,284.17,42,0,3.85,clear sky
425,Arroyo,ES,41.6096,-4.7969,284.34,86,100,4.12,overcast clouds
426,Port Hardy,CA,50.6996,-127.4199,277.25,100,100,2.06,overcast clouds
427,Kaoma,ZM,-14.7833,24.8,291.6,87,100,2.02,overcast clouds
428,Saint-Francois,FR,46.4154,3.9054,283.84,93,100,1.54,light rain
429,Ekibastuz,KZ,51.6667,75.3667,276.34,83,100,10.19,overcast clouds
430,Flin Flon,CA,54.7682,-101.865,259.8,98,56,1.76,broken clouds
431,Qandala,SO,11.472,49.8728,297.18,72,47,1.67,scattered clouds
432,Soyo,AO,-6.1349,12.3689,297.8,77,100,3.39,overcast clouds
433,Dobre Miasto,PL,53.9867,20.3975,278.62,92,100,2.68,overcast clouds
434,Kahului,US,20.8947,-156.47,302.16,66,40,9.77,scattered clouds
435,Bonavista,CA,48.6499,-53.1147,278.37,80,82,10.81,broken clouds
436,Sangar,RU,63.9242,127.4739,238.26,99,90,1.73,overcast clouds
437,Mount Gambier,AU,-37.8333,140.7667,285.1,71,75,7.72,broken clouds
438,Udachnyy,RU,66.4167,112.4,243.95,74,79,1.81,broken clouds
439,Gurupi,BR,-11.7292,-49.0686,295.32,96,100,1.54,overcast clouds
440,Tura,IN,25.5198,90.2201,289.78,87,0,1.53,clear sky
441,Pak Phanang,TH,8.3511,100.202,302.08,89,100,2.33,heavy intensity rain
442,Pacific Grove,US,36.6177,-121.9166,286.49,80,0,2.57,clear sky
443,Mopipi,BW,-21.1833,24.8833,293.88,69,33,7.04,scattered clouds
444,Izumo,JP,35.3667,132.7667,286.07,71,96,3.18,overcast clouds
445,San,ML,13.3034,-4.8956,299.53,25,78,3.78,broken clouds
446,Khor,RU,47.8861,134.9464,270.98,41,16,3.68,few clouds
447,Skegness,GB,53.1436,0.3363,284.45,94,97,5.02,overcast clouds
448,Kushima,JP,31.4583,131.2333,291.71,63,100,3.62,overcast clouds
449,Balotra,IN,25.8333,72.2333,293.37,47,0,1.4,clear sky
450,Linxia,CN,35.6003,103.2064,276.05,62,92,0.3,overcast clouds
451,Husavik,IS,66.0449,-17.3389,278.75,90,100,3.82,overcast clouds
452,Moyale,KE,3.5167,39.0584,292.46,75,0,2.66,clear sky
453,Itaberaba,BR,-12.5275,-40.3069,297.67,76,56,3.16,broken clouds
454,Natal,BR,-5.795,-35.2094,298.51,88,75,3.09,broken clouds
455,Inirida,CO,3.8653,-67.9239,298.71,87,69,1.19,broken clouds
456,Yulara,AU,-25.2406,130.9889,297.33,23,17,6.63,few clouds
457,Angoche,MZ,-16.2325,39.9086,297.25,86,92,1.4,overcast clouds
458,Fairbanks,US,64.8378,-147.7164,270.98,94,100,1.54,light snow
459,Athabasca,CA,54.7169,-113.2854,265.25,93,39,1.8,scattered clouds
460,Puerto Cabezas,NI,14.0351,-83.3888,298.57,89,100,4.23,overcast clouds
461,Yumen,CN,40.2833,97.2,275.03,23,100,7.33,overcast clouds
462,Liverpool,GB,53.4106,-2.9779,282.75,89,99,4.63,overcast clouds
463,Dunedin,NZ,-45.8742,170.5036,290.82,69,98,2.68,overcast clouds
464,Pekan,MY,3.4836,103.3996,302.02,89,100,1.37,overcast clouds
465,Henties Bay,NA,-22.116,14.2845,288.02,94,1,1.53,clear sky
466,Kulhudhuffushi,MV,6.6221,73.07,300.47,76,100,3.23,heavy intensity rain
467,Coquimbo,CL,-29.9533,-71.3436,288.0,88,0,0.51,clear sky
468,Itoman,JP,26.1247,127.6694,296.36,73,75,3.09,broken clouds
469,Lakatoro,VU,-16.0999,167.4164,302.04,67,18,0.48,few clouds
470,Chippenham,GB,51.46,-2.1247,284.92,87,100,6.75,overcast clouds
471,Mehamn,NO,71.0357,27.8492,278.1,70,75,5.66,broken clouds
472,Belyy Yar,RU,53.6039,91.3903,270.85,77,95,1.0,smoke
473,Shimoda,JP,34.6667,138.95,286.35,82,100,3.08,overcast clouds
474,Sanandaj,IR,35.3144,46.9923,271.16,74,0,0.0,clear sky
475,Uvira,CD,-3.4067,29.1458,295.79,85,99,1.14,light rain
476,Clearwater,US,27.9659,-82.8001,295.42,82,0,2.24,clear sky
477,Surgut,RU,61.25,73.4167,256.25,85,40,5.0,light shower snow
478,Phalaborwa,ZA,-23.943,31.1411,290.8,83,0,2.52,clear sky
479,Mahajanga,MG,-15.7167,46.3167,296.16,94,40,1.54,thunderstorm
480,Ishigaki,JP,24.3448,124.1572,299.22,69,75,4.12,broken clouds
481,Port Augusta,AU,-32.5,137.7667,288.94,52,96,6.21,overcast clouds
482,Neijiang,CN,29.5835,105.0622,285.3,83,0,1.88,clear sky
483,Sept-Iles,CA,50.2001,-66.3821,269.85,81,85,1.79,overcast clouds
484,Tezu,IN,27.9167,96.1667,290.03,44,0,1.61,clear sky
485,Flagstaff,US,35.1981,-111.6513,275.66,63,0,1.54,clear sky
486,Gold Coast,AU,-28.0,153.4333,306.06,42,0,6.69,clear sky
487,Sitka,US,57.0531,-135.33,282.09,71,100,9.77,light rain
488,Nsunga,TZ,-1.1439,31.3947,289.28,95,46,0.51,scattered clouds
489,Banes,CU,20.9625,-75.7186,298.9,78,3,2.92,clear sky
490,Urumqi,CN,43.801,87.6005,269.68,86,8,1.0,mist
491,Ilhabela,BR,-23.7781,-45.3581,296.72,91,95,2.5,overcast clouds
492,Barcelos,PT,41.5388,-8.6151,289.23,88,100,6.01,overcast clouds
493,Berdigestyakh,RU,62.0989,126.6992,239.91,98,99,2.13,overcast clouds
494,Sibolga,ID,1.7427,98.7792,296.93,97,100,1.1,heavy intensity rain
495,Vagur,FO,61.4732,-6.8119,282.74,86,100,15.61,overcast clouds
496,Chadan,RU,51.2833,91.5833,260.59,96,100,0.67,overcast clouds
497,Batsfjord,NO,70.6345,29.7185,278.11,76,100,10.01,overcast clouds
498,Clyde River,CA,70.4692,-68.5914,253.28,71,0,6.69,clear sky
499,Bolobo,CD,-2.1667,16.2333,294.39,96,99,1.45,light rain
500,Shenjiamen,CN,29.9576,122.298,286.98,81,100,5.3,overcast clouds
501,Tarnogskiy Gorodok,RU,60.4997,43.5761,270.67,85,100,3.99,overcast clouds
502,North Bend,US,43.4065,-124.2243,284.1,84,0,0.0,clear sky
503,Champerico,GT,14.3,-91.9167,300.13,79,21,2.22,light rain
504,Kachiry,KZ,53.0675,76.1036,276.9,77,100,8.84,overcast clouds
505,Turukhansk,RU,65.8167,87.9833,248.08,84,66,3.44,broken clouds
506,Lincoln,US,40.8,-96.667,273.24,78,75,0.89,broken clouds
507,Damaturu,NG,11.747,11.9608,294.21,25,100,3.89,overcast clouds
508,Tuatapere,NZ,-46.1333,167.6833,293.47,46,100,2.82,light rain
509,Madarounfa,NE,13.3087,7.156,294.03,21,96,4.24,overcast clouds
510,Ust-Tsilma,RU,65.441,52.1498,253.47,100,65,1.61,broken clouds
511,Acapulco,MX,16.8634,-99.8901,301.05,83,40,3.6,scattered clouds
512,Te Anau,NZ,-45.4167,167.7167,292.06,42,100,3.6,overcast clouds
513,Pokhara,NP,28.2333,83.9833,286.98,53,0,2.04,clear sky
514,Dorokhovo,RU,55.5506,36.3744,270.12,79,100,1.41,overcast clouds
515,Basco,PH,20.4487,121.9702,299.77,76,5,10.11,clear sky
516,Whitianga,NZ,-36.8333,175.7,290.6,91,95,4.45,overcast clouds
517,Khorramshahr,IR,30.4397,48.1664,289.12,27,31,2.57,scattered clouds
518,Vila,PT,42.0304,-8.1588,282.64,89,100,4.68,overcast clouds
519,Mount Darwin,ZW,-16.7725,31.5838,291.9,91,85,2.1,overcast clouds
520,Kimberley,ZA,-28.7323,24.7623,292.68,43,47,7.06,scattered clouds
521,Magadan,RU,59.5667,150.8,264.0,66,8,4.46,clear sky
522,Nevsehir,TR,38.9167,34.6667,270.71,93,20,3.09,mist
523,Boa Vista,BR,2.8197,-60.6733,301.14,74,0,3.09,clear sky
524,Corinth,GR,37.9407,22.9573,285.87,85,5,1.36,clear sky
525,Malampaka,TZ,-3.1333,33.5333,291.9,76,75,1.76,broken clouds
526,Miandrivazo,MG,-19.5167,45.4667,297.92,77,6,0.43,clear sky
527,Cairns,AU,-16.9167,145.7667,308.74,66,22,5.14,few clouds
528,Marquette,US,46.5333,-87.6335,271.35,80,100,2.08,overcast clouds
529,Bereda,ES,43.2686,-7.5406,287.27,87,100,5.84,light rain
530,Okhotsk,RU,59.3833,143.3,262.23,91,100,2.97,overcast clouds
531,Huangzhai,CN,38.0751,112.6595,275.38,40,0,1.89,clear sky
532,Acajutla,SV,13.5928,-89.8275,299.5,76,78,2.1,broken clouds
533,Alekseyevka,RU,50.6309,38.6903,271.03,72,6,2.3,clear sky
534,La Asuncion,VE,11.0333,-63.8628,299.69,84,53,6.63,light rain
535,Sistranda,NO,63.7256,8.834,279.13,87,100,10.12,overcast clouds
536,Kargasok,RU,59.0556,80.8572,270.45,97,100,3.56,light snow
537,Shache,CN,38.4167,77.2406,274.29,40,0,0.7,clear sky
538,Pierre,US,44.3683,-100.351,269.66,86,100,1.54,overcast clouds
539,Haines Junction,CA,60.7522,-137.5108,272.98,99,100,0.86,light snow
540,Kutum,SD,14.2,24.6667,288.59,27,100,3.39,overcast clouds
541,Znamensk,RU,48.5842,45.7338,271.06,65,5,4.86,clear sky
542,Zhigansk,RU,66.7697,123.3711,236.94,100,46,0.19,scattered clouds
543,Santa Rosa,PH,14.3122,121.1114,302.1,88,100,5.21,overcast clouds
544,Pereira Barreto,BR,-20.6383,-51.1092,296.42,63,100,3.14,overcast clouds
545,Naze,JP,28.3667,129.4833,292.66,71,99,5.44,overcast clouds
546,Norton Shores,US,43.1689,-86.2639,276.16,65,100,2.06,overcast clouds
547,Kruisfontein,ZA,-34.0033,24.7314,288.64,64,57,3.51,broken clouds
548,Phitsanulok,TH,16.9167,100.5,297.86,93,100,1.54,overcast clouds
549,Santa Fe,AR,-31.6333,-60.7,294.27,65,0,2.95,light rain
550,Newtonmore,GB,57.066,-4.1192,283.14,95,100,5.23,overcast clouds
551,Sobolevo,RU,54.4299,31.8996,272.61,82,98,2.35,overcast clouds
552,Axim,GH,4.8699,-2.2405,298.37,88,57,2.74,broken clouds
553,Gwanda,ZW,-20.9333,29.0,290.36,82,100,4.51,overcast clouds
554,Rio Grande,BR,-32.035,-52.0986,290.3,84,28,7.87,light rain
555,Lazaro Cardenas,MX,17.9583,-102.2,298.82,81,100,2.8,overcast clouds
556,Launceston,AU,-41.45,147.1667,286.37,66,100,6.17,overcast clouds
557,Saint-Pierre,RE,-21.3393,55.4781,294.77,60,0,6.69,clear sky
558,Cabedelo,BR,-6.9811,-34.8339,298.52,79,11,4.9,few clouds
559,Owando,CG,-0.4819,15.8999,294.38,98,100,0.81,light rain
560,Nurota,UZ,40.5614,65.6886,281.45,63,100,8.19,overcast clouds
561,Jiuquan,CN,39.7432,98.5174,275.16,26,100,1.8,overcast clouds
562,Egvekinot,RU,66.3167,-179.1667,260.95,99,100,0.62,overcast clouds
563,Kasongo-Lunda,CD,-6.4667,16.8167,293.63,96,100,0.55,overcast clouds
564,Aksu,CN,41.1231,80.2644,274.07,51,93,1.64,overcast clouds
565,Meulaboh,ID,4.1363,96.1285,296.94,93,100,2.79,overcast clouds
566,Nantucket,US,41.2835,-70.0995,279.21,56,0,3.09,clear sky
567,Taltal,CL,-25.4,-70.4833,291.53,71,14,1.84,few clouds
568,Burgos,ES,42.3394,-3.7079,282.38,81,75,7.2,broken clouds
569,Kyren,RU,51.6828,102.1408,267.04,79,78,1.03,broken clouds
570,Padre Paraiso,BR,-17.0742,-41.4844,294.03,81,99,1.12,overcast clouds
571,Mejicanos,SV,13.7403,-89.2131,296.51,99,80,0.38,broken clouds
572,Waitati,NZ,-45.75,170.5667,290.82,69,100,3.78,overcast clouds
573,Pemangkat,ID,1.1667,108.9667,299.86,80,100,1.15,overcast clouds
574,Jiwani,PK,25.05,61.7417,298.93,72,0,1.59,clear sky
575,Borodyanka,UA,50.6448,29.9201,277.32,91,90,2.51,overcast clouds
576,Jerome,US,42.7241,-114.5186,272.97,75,0,0.0,clear sky
577,Motygino,RU,58.1831,94.7592,264.64,95,100,3.63,snow
578,Chase,CA,50.8165,-119.6857,273.64,98,47,0.41,scattered clouds
579,Calabar,NG,4.9517,8.322,296.78,90,64,1.04,broken clouds
580,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,274.48,64,75,9.0,light shower snow
581,Liyang,CN,29.7057,118.2862,285.56,89,100,0.59,overcast clouds
582,La Paz,BO,-16.5,-68.15,285.14,46,20,3.6,few clouds
583,Kirsanov,RU,52.6549,42.7224,270.99,76,7,5.7,clear sky
584,Khasan,RU,42.4308,130.6434,277.34,52,8,6.78,clear sky
585,Kaihua,CN,23.3687,104.28,290.14,90,94,1.76,overcast clouds
586,Maracai,BR,-22.6106,-50.6672,295.16,84,22,1.86,few clouds
587,Gladstone,AU,-23.85,151.25,303.11,54,100,2.57,overcast clouds
588,Akdepe,TM,42.0551,59.3788,277.2,65,6,6.14,clear sky
589,Nabire,ID,-3.3667,135.4833,302.27,64,84,0.42,light rain
590,Mordovo,RU,52.0834,40.77,270.87,75,7,4.11,clear sky
591,Chapais,CA,49.7834,-74.8492,267.03,95,100,3.29,light snow
592,Boddam,GB,57.4667,-1.7833,283.42,91,70,10.97,broken clouds
593,Aksarayskiy,RU,46.7924,48.0119,273.01,60,6,5.69,clear sky
594,Nara,JP,34.6851,135.8049,290.35,39,12,2.25,few clouds
595,Matay,EG,28.419,30.7792,290.06,66,0,4.3,clear sky
596,Armacao De Pera,PT,37.1026,-8.357,292.1,91,100,3.52,overcast clouds
597,Opuwo,NA,-18.0607,13.84,291.32,36,3,2.62,clear sky
598,Cascais,PT,38.6979,-9.4215,290.66,82,97,7.38,overcast clouds
599,Bolshaya Sosnova,RU,57.6713,54.6029,265.11,83,100,6.23,overcast clouds
600,Yelizovo,RU,53.1873,158.3805,275.23,64,75,9.0,light shower snow
601,Oranjemund,NA,-28.55,16.4333,288.39,92,10,1.47,clear sky
602,Tanda,IN,26.55,82.65,289.67,59,0,1.62,clear sky
603,Jardim,BR,-21.4803,-56.1381,293.85,95,0,1.05,clear sky
604,Cap Malheureux,MU,-19.9842,57.6142,293.41,63,0,1.34,clear sky
605,Wewak,PG,-3.5534,143.6268,297.75,90,100,1.35,overcast clouds
606,Kisanga,TZ,-7.4362,37.7034,295.23,85,100,0.85,overcast clouds
607,Kurilsk,RU,45.2333,147.8833,276.91,61,100,3.23,overcast clouds
608,Mutare,ZW,-18.9707,32.6709,289.79,96,100,0.63,light rain
609,Senovo,SI,46.0236,15.4769,282.31,92,100,0.51,mist
610,Ogbomosho,NG,8.133,4.25,294.51,50,43,0.69,scattered clouds
611,Shasta Lake,US,40.6804,-122.3708,286.55,57,0,2.43,clear sky
612,Whitehorse,CA,60.7161,-135.0538,277.58,65,100,3.6,overcast clouds
613,Kibala,TD,9.1104,18.3463,296.95,34,3,1.27,clear sky
614,Cururupu,BR,-1.8283,-44.8683,298.86,81,99,2.97,overcast clouds
615,Uglovskoye,RU,51.3557,80.1942,278.61,81,100,9.39,overcast clouds
616,Show Low,US,34.2542,-110.0298,277.31,54,0,0.0,clear sky
617,Kyrnasivka,UA,48.5955,28.979,276.53,79,100,2.84,overcast clouds
618,Guerrero,MX,17.6667,-100.0,292.72,94,100,0.64,overcast clouds
619,Bonthe,SL,7.5264,-12.505,298.47,84,98,2.74,moderate rain
620,Akhtanizovskaya,RU,45.32,37.1,274.41,70,17,4.09,few clouds
621,Boyolangu,ID,-8.1181,111.8935,299.45,85,100,0.64,overcast clouds
622,Rawah,IQ,34.4816,41.9093,289.09,47,6,2.5,clear sky
623,Kabinda,CD,-6.1333,24.4833,291.23,98,100,1.13,moderate rain
624,Corinto,GR,37.9407,22.9573,285.87,85,5,1.36,clear sky
625,Ourem,PT,39.6417,-8.5919,287.93,97,100,2.04,overcast clouds
626,Maragogi,BR,-9.0122,-35.2225,297.73,88,6,3.83,clear sky
627,Matamoros,MX,25.5333,-103.25,299.21,12,0,4.12,clear sky
628,Awjilah,LY,29.1081,21.2869,288.55,40,0,2.57,clear sky
629,Goshen,US,41.5823,-85.8344,275.2,69,75,3.09,broken clouds
630,Belmonte,BR,-15.8631,-38.8828,297.88,90,97,4.27,overcast clouds
631,Srednekolymsk,RU,67.45,153.6833,238.76,97,16,1.75,few clouds
632,Payo,ID,-3.7508,103.6372,298.31,86,100,0.11,overcast clouds
633,Kungurtug,RU,50.5994,97.5228,260.22,91,14,0.8,few clouds
634,Auki,SB,-8.7676,160.7034,303.06,63,11,2.11,few clouds
635,Newport,GB,51.5877,-2.9984,285.45,87,100,9.31,overcast clouds
636,Kabare,CD,-2.4683,28.8242,289.85,95,98,0.4,light rain
637,Katakwi,UG,1.8911,33.9661,292.8,86,67,2.01,light rain
638,Cikupa,ID,-6.2364,106.5083,301.68,89,100,3.07,overcast clouds
639,Coihaique,CL,-45.5752,-72.0662,284.49,62,0,2.57,clear sky
640,Gombong,ID,-7.6072,109.5142,300.85,79,90,0.08,overcast clouds
641,Savinka,RU,50.0785,47.0994,270.86,65,8,6.6,clear sky
642,Mingguang,CN,32.7802,117.9638,282.97,50,0,1.74,clear sky
643,Duldurga,RU,50.6761,113.5931,265.24,80,29,2.37,scattered clouds
644,Pudozh,RU,61.8099,36.5345,273.06,99,99,0.99,light snow
645,Entre Rios,BR,-11.9419,-38.0844,295.69,95,35,2.3,scattered clouds
646,Bossangoa,CF,6.4926,17.4552,293.87,53,45,0.29,scattered clouds
647,Zavetnoye,RU,47.1194,43.8903,271.67,75,6,3.67,clear sky
648,Shakawe,BW,-18.3667,21.85,294.91,73,62,1.31,moderate rain
649,Zhuzhou,CN,27.8333,113.15,283.22,73,100,0.27,overcast clouds
650,Verkhnevilyuysk,RU,63.4453,120.3167,238.41,100,81,1.4,broken clouds
651,Haverfordwest,GB,51.8017,-4.9691,285.4,96,100,3.13,overcast clouds
652,Hualmay,PE,-11.0964,-77.6139,290.87,85,20,3.5,few clouds
653,Kiyasovo,RU,56.3491,53.1244,266.31,84,100,6.42,overcast clouds
654,Dabrowa Gornicza,PL,50.3182,19.2374,277.47,98,13,1.68,few clouds
655,Tornio,FI,65.8481,24.1466,270.16,88,57,4.12,broken clouds
656,Mashhad,IR,36.297,59.6062,277.23,75,0,2.06,clear sky
657,Porosozero,RU,62.7191,32.727,273.25,97,100,0.57,overcast clouds
658,Dongsheng,CN,39.8161,109.9776,273.58,34,0,3.53,clear sky
659,Camana,PE,-16.6228,-72.7111,291.61,79,81,1.27,broken clouds
660,Yatou,CN,37.15,122.3833,282.6,47,0,2.93,clear sky
661,Christchurch,NZ,-43.5333,172.6333,295.05,70,17,8.23,few clouds
662,Tarata,BO,-17.6167,-66.0167,291.83,59,82,2.62,broken clouds
663,Moron,AR,-34.6534,-58.6198,294.01,61,0,2.2,clear sky
664,Nuuk,GL,64.1835,-51.7216,270.49,93,100,2.57,overcast clouds
665,Arlit,NE,18.7369,7.3853,292.89,18,53,3.64,broken clouds
666,Alghero,IT,40.5589,8.3181,291.2,82,40,3.6,moderate rain
667,Badian,PH,9.8647,123.3964,302.13,74,100,3.11,overcast clouds
668,Richards Bay,ZA,-28.783,32.0377,292.96,72,78,0.71,broken clouds
669,Kaniama,CD,-7.5667,24.1833,291.04,97,99,1.19,overcast clouds
670,Leopoldina,BR,-21.5319,-42.6431,295.36,96,100,2.26,moderate rain
671,Chumikan,RU,54.7183,135.315,264.14,83,25,7.31,scattered clouds
672,Durant,US,33.994,-96.3708,276.35,96,100,2.34,overcast clouds
673,Dingzhou,CN,38.5131,114.9956,282.21,36,0,2.25,clear sky
674,Koshki,RU,54.2091,50.4677,268.41,72,100,7.53,overcast clouds
675,Torit,SS,4.4133,32.5678,294.92,79,87,1.27,overcast clouds
676,Taretan,MX,19.3333,-101.9167,297.21,73,40,0.0,scattered clouds
677,Tselinnoye,RU,53.0833,85.6667,276.3,82,100,5.81,overcast clouds
678,Yenagoa,NG,4.9247,6.2642,297.41,89,83,1.67,broken clouds
679,Dapaong,TG,10.8639,0.205,297.31,24,0,2.79,clear sky
680,Kaabong,UG,3.4836,34.1492,291.22,80,36,3.12,scattered clouds
681,Morros,BR,-9.4467,-46.3003,297.07,77,15,1.23,few clouds
682,Salinas,US,36.6777,-121.6555,287.91,73,0,4.12,clear sky
683,Kalabo,ZM,-14.97,22.6814,293.2,85,100,1.89,overcast clouds
684,Bjornevatn,NO,69.6672,29.9847,272.94,100,75,1.54,broken clouds
685,Mount Isa,AU,-20.7333,139.5,301.02,26,1,4.63,clear sky
686,Nanakuli,US,21.3906,-158.1547,302.12,47,0,6.69,clear sky
687,Amahai,ID,-3.3333,128.9167,303.1,67,82,1.14,broken clouds
688,Pingliang,CN,35.5392,106.6861,279.33,54,67,1.11,broken clouds
689,Angoram,PG,-4.0625,144.0661,298.03,94,100,0.99,moderate rain
690,Esil,KZ,51.9556,66.4042,270.91,92,100,8.2,light snow
691,Kisangani,CD,0.5167,25.2,293.42,99,52,0.71,broken clouds
692,Fredericksburg,US,38.3032,-77.4605,277.77,75,0,0.0,clear sky
693,Chicama,PE,-7.8447,-79.1469,289.45,82,25,2.63,scattered clouds
694,Acari,PE,-15.4311,-74.6158,292.81,76,12,1.49,few clouds
695,Grand Gaube,MU,-20.0064,57.6608,295.37,63,1,1.34,clear sky
696,Ulaanbaatar,MN,47.9077,106.8832,256.22,78,40,1.0,scattered clouds
697,Vestmanna,FO,62.1564,-7.1664,281.66,93,100,13.89,overcast clouds
698,Vaxjo,SE,56.8777,14.8091,281.18,87,75,1.54,broken clouds
699,Karatuzskoye,RU,53.6072,92.8667,270.77,85,100,2.18,overcast clouds
700,Whithorn,JM,18.2604,-78.0378,298.74,92,0,1.29,clear sky
701,Omsukchan,RU,62.5333,155.8,252.49,81,28,2.02,scattered clouds
